neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,year
Brooklyn,Williamsburg,Private room,100,5,8,2019.0
Manhattan,East Village,Entire home/apt,225,7,1,2019.0
Brooklyn,Bushwick,Private room,80,1,1,2019.0
Manhattan,Chinatown,Private room,100,3,1,2018.0
Manhattan,Harlem,Private room,47,5,3,2019.0
Brooklyn,Bushwick,Private room,35,2,34,2019.0
Brooklyn,Williamsburg,Entire home/apt,300,3,7,2019.0
Brooklyn,Crown Heights,Private room,60,2,18,2019.0
Brooklyn,Clinton Hill,Entire home/apt,125,3,2,2018.0
Manhattan,Tribeca,Entire home/apt,280,3,4,2019.0
Manhattan,East Village,Private room,195,1,12,2019.0
Manhattan,Upper West Side,Entire home/apt,225,3,15,2019.0
Manhattan,Harlem,Private room,112,1,5,2018.0
Queens,Flushing,Private room,29,1,49,2019.0
Manhattan,East Harlem,Private room,399,6,15,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,125,1,9,2019.0
Manhattan,Harlem,Entire home/apt,200,1,7,2019.0
Manhattan,Hell's Kitchen,Entire home/apt,265,1,18,2019.0
Manhattan,Washington Heights,Entire home/apt,150,6,1,2019.0
Queens,Ditmars Steinway,Private room,60,3,6,2019.0
Brooklyn,Crown Heights,Entire home/apt,125,3,4,2019.0
Brooklyn,Williamsburg,Private room,150,1,4,2019.0
Brooklyn,Midwood,Private room,54,2,3,2019.0
Brooklyn,Prospect Heights,Entire home/apt,95,30,1,2018.0
Brooklyn,Greenpoint,Entire home/apt,149,5,2,2019.0
Brooklyn,Fort Greene,Private room,119,2,28,2019.0
Manhattan,Hell's Kitchen,Private room,90,4,26,2019.0
Manhattan,Upper East Side,Entire home/apt,264,1,49,2019.0
Brooklyn,Sunset Park,Private room,28,10,1,2019.0
Brooklyn,Williamsburg,Private room,80,1,33,2019.0
Manhattan,Midtown,Private room,145,1,51,2019.0
Queens,Astoria,Private room,89,2,15,2019.0
Brooklyn,Williamsburg,Entire home/apt,120,29,1,2019.0
Queens,Ridgewood,Entire home/apt,190,3,1,2019.0
Manhattan,Upper East Side,Entire home/apt,275,4,5,2019.0
Manhattan,West Village,Entire home/apt,168,3,3,2018.0
Manhattan,West Village,Entire home/apt,200,2,2,2019.0
Manhattan,Hell's Kitchen,Entire home/apt,180,3,20,2019.0
Brooklyn,Bushwick,Entire home/apt,100,2,1,2019.0
Manhattan,East Harlem,Entire home/apt,149,7,1,2018.0
Brooklyn,Williamsburg,Entire home/apt,55,3,13,2019.0
Manhattan,Harlem,Entire home/apt,115,3,18,2019.0
Manhattan,East Village,Private room,79,1,4,2019.0
Brooklyn,Williamsburg,Private room,120,2,11,2019.0
Queens,Little Neck,Shared room,32,3,1,2018.0
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,100,3,2,2019.0
Manhattan,Chelsea,Entire home/apt,333,4,4,2019.0
Manhattan,Upper West Side,Private room,70,1,7,2019.0
Manhattan,Harlem,Private room,63,30,1,2019.0
Brooklyn,Brooklyn Heights,Entire home/apt,125,2,7,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,225,2,4,2019.0
Manhattan,Flatiron District,Entire home/apt,210,1,2,2019.0
Queens,Long Island City,Private room,50,3,5,2019.0
Manhattan,Harlem,Private room,40,8,29,2019.0
Manhattan,East Village,Entire home/apt,399,1,9,2019.0
Bronx,Williamsbridge,Entire home/apt,120,2,13,2019.0
Manhattan,Nolita,Entire home/apt,418,1,16,2019.0
Manhattan,Upper West Side,Entire home/apt,350,2,2,2019.0
Queens,Ridgewood,Private room,56,5,14,2019.0
Manhattan,Hell's Kitchen,Private room,110,1,21,2019.0
Brooklyn,South Slope,Entire home/apt,155,3,9,2019.0
Queens,Ridgewood,Entire home/apt,120,3,16,2019.0
Manhattan,Lower East Side,Entire home/apt,125,3,18,2019.0
Brooklyn,South Slope,Entire home/apt,134,5,5,2019.0
Manhattan,Greenwich Village,Entire home/apt,350,3,1,2019.0
Manhattan,Financial District,Entire home/apt,232,29,1,2019.0
Brooklyn,Bushwick,Private room,50,2,13,2019.0
Manhattan,Upper East Side,Private room,95,5,10,2019.0
Queens,Springfield Gardens,Entire home/apt,89,1,88,2019.0
Bronx,Allerton,Private room,35,2,21,2019.0
Manhattan,Kips Bay,Entire home/apt,180,1,5,2019.0
Manhattan,Harlem,Entire home/apt,200,3,3,2019.0
Manhattan,Upper West Side,Entire home/apt,200,2,19,2019.0
Brooklyn,Crown Heights,Entire home/apt,300,2,1,2019.0
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,150,3,26,2019.0
Brooklyn,Greenpoint,Private room,55,1,2,2018.0
Manhattan,Upper West Side,Private room,88,1,4,2019.0
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,79,5,2,2019.0
Manhattan,Harlem,Private room,70,6,1,2018.0
Brooklyn,Williamsburg,Entire home/apt,140,3,7,2019.0
Queens,Elmhurst,Private room,40,2,12,2019.0
Queens,East Elmhurst,Shared room,16,1,10,2019.0
Queens,Elmhurst,Private room,34,30,1,2019.0
Manhattan,Upper East Side,Private room,90,2,1,2018.0
Brooklyn,Bedford-Stuyvesant,Private room,50,1,5,2019.0
Manhattan,Lower East Side,Shared room,35,14,1,2018.0
Manhattan,Lower East Side,Shared room,32,14,1,2019.0
Manhattan,East Harlem,Entire home/apt,70,30,2,2019.0
Manhattan,Lower East Side,Shared room,35,14,8,2019.0
Brooklyn,East Flatbush,Private room,45,2,1,2018.0
Queens,Sunnyside,Private room,37,30,1,2019.0
Queens,Woodside,Private room,42,30,1,2019.0
Brooklyn,Park Slope,Entire home/apt,110,60,2,2019.0
Brooklyn,Williamsburg,Private room,65,4,5,2019.0
Brooklyn,Williamsburg,Private room,50,3,6,2019.0
Brooklyn,Brooklyn Heights,Entire home/apt,125,5,3,2019.0
Manhattan,Gramercy,Private room,150,2,10,2019.0
Brooklyn,Williamsburg,Private room,69,7,1,2019.0
Manhattan,Upper West Side,Entire home/apt,175,2,17,2019.0
Manhattan,Upper West Side,Private room,95,7,1,2019.0
Brooklyn,Downtown Brooklyn,Private room,119,1,1,2019.0
Manhattan,Upper West Side,Entire home/apt,260,30,3,2019.0
Queens,Jackson Heights,Private room,59,30,2,2019.0
Manhattan,East Village,Entire home/apt,189,1,13,2019.0
Brooklyn,Williamsburg,Entire home/apt,105,7,3,2019.0
Queens,Rego Park,Private room,45,2,11,2019.0
Brooklyn,Prospect Heights,Entire home/apt,140,5,2,2019.0
Manhattan,Hell's Kitchen,Private room,180,4,12,2019.0
Manhattan,Washington Heights,Private room,80,3,3,2019.0
Manhattan,Lower East Side,Entire home/apt,214,3,20,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,65,2,24,2019.0
Brooklyn,Williamsburg,Private room,60,2,14,2019.0
Brooklyn,Williamsburg,Entire home/apt,195,2,14,2019.0
Brooklyn,Kensington,Private room,36,2,18,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,42,30,1,2019.0
Queens,Far Rockaway,Private room,60,1,1,2018.0
Manhattan,East Village,Entire home/apt,75,8,6,2019.0
Queens,Flushing,Private room,40,1,7,2019.0
Manhattan,Harlem,Entire home/apt,119,2,15,2019.0
Manhattan,Chinatown,Private room,95,2,5,2019.0
Brooklyn,Sheepshead Bay,Shared room,25,7,2,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,42,30,1,2019.0
Brooklyn,Greenpoint,Entire home/apt,100,7,3,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,42,30,2,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,42,30,1,2019.0
Queens,Astoria,Entire home/apt,250,14,2,2019.0
Manhattan,Harlem,Entire home/apt,150,2,15,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,42,30,2,2019.0
Brooklyn,Carroll Gardens,Entire home/apt,250,2,26,2019.0
Queens,Long Island City,Private room,100,1,1,2019.0
Brooklyn,Bushwick,Entire home/apt,90,3,58,2019.0
Manhattan,Upper West Side,Entire home/apt,452,30,1,2019.0
Manhattan,Chelsea,Entire home/apt,343,30,1,2019.0
Manhattan,Chelsea,Entire home/apt,334,30,1,2019.0
Manhattan,Midtown,Entire home/apt,238,30,1,2019.0
Manhattan,Chelsea,Entire home/apt,303,30,1,2019.0
Manhattan,East Village,Entire home/apt,312,30,1,2019.0
Manhattan,Chelsea,Entire home/apt,321,30,1,2019.0
Manhattan,Upper East Side,Entire home/apt,289,30,1,2019.0
Queens,Woodside,Private room,62,30,2,2019.0
Brooklyn,Williamsburg,Private room,88,2,7,2019.0
Queens,Springfield Gardens,Entire home/apt,150,1,4,2019.0
Manhattan,Chelsea,Entire home/apt,255,30,1,2019.0
Manhattan,Murray Hill,Entire home/apt,282,30,1,2019.0
Manhattan,Tribeca,Entire home/apt,332,30,1,2019.0
Manhattan,Tribeca,Entire home/apt,305,30,1,2019.0
Manhattan,Chelsea,Entire home/apt,314,30,1,2019.0
Queens,Ridgewood,Private room,45,3,3,2018.0
Manhattan,West Village,Entire home/apt,453,1,16,2019.0
Manhattan,Chelsea,Entire home/apt,278,30,1,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,75,7,4,2019.0
Manhattan,Kips Bay,Entire home/apt,237,30,1,2019.0
Manhattan,Financial District,Entire home/apt,189,30,1,2019.0
Queens,Astoria,Entire home/apt,150,2,1,2018.0
Brooklyn,Flatbush,Entire home/apt,90,3,7,2019.0
Manhattan,Midtown,Private room,90,2,13,2019.0
Brooklyn,Bushwick,Private room,47,30,2,2019.0
Brooklyn,Sunset Park,Entire home/apt,250,2,29,2019.0
Manhattan,Gramercy,Shared room,69,2,9,2019.0
Queens,Astoria,Private room,120,2,4,2019.0
Manhattan,Midtown,Entire home/apt,200,3,3,2019.0
Manhattan,Midtown,Entire home/apt,240,2,11,2019.0
Manhattan,Harlem,Private room,160,2,2,2019.0
Manhattan,Upper East Side,Entire home/apt,70,2,16,2019.0
Manhattan,Lower East Side,Entire home/apt,313,1,22,2019.0
Manhattan,Upper West Side,Entire home/apt,750,7,1,2018.0
Brooklyn,Borough Park,Private room,65,1,7,2019.0
Manhattan,East Village,Entire home/apt,308,1,39,2019.0
Brooklyn,Columbia St,Entire home/apt,100,1,11,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,60,2,13,2019.0
Manhattan,Harlem,Private room,90,6,4,2019.0
Brooklyn,Red Hook,Entire home/apt,120,4,2,2019.0
Brooklyn,Bushwick,Private room,51,1,33,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,25,2,2,2019.0
Manhattan,Hell's Kitchen,Entire home/apt,150,1,1,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,55,5,4,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,115,3,22,2019.0
Brooklyn,Greenpoint,Private room,44,1,29,2019.0
Manhattan,Hell's Kitchen,Entire home/apt,243,2,14,2019.0
Manhattan,Midtown,Entire home/apt,290,4,1,2019.0
Brooklyn,Bushwick,Private room,65,1,5,2019.0
Brooklyn,Bushwick,Private room,55,1,10,2019.0
Manhattan,East Village,Private room,115,1,20,2019.0
Manhattan,Harlem,Private room,30,1,3,2019.0
Queens,Long Island City,Entire home/apt,250,6,4,2019.0
Brooklyn,Flatbush,Entire home/apt,120,4,19,2019.0
Manhattan,Washington Heights,Entire home/apt,140,1,22,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,50,3,10,2019.0
Manhattan,Midtown,Private room,70,5,1,2019.0
Manhattan,Harlem,Private room,65,5,1,2019.0
Brooklyn,Bushwick,Private room,50,1,1,2019.0
Brooklyn,Borough Park,Private room,35,1,9,2019.0
Brooklyn,Greenpoint,Private room,60,1,1,2018.0
Manhattan,Upper East Side,Entire home/apt,245,30,1,2019.0
Brooklyn,Williamsburg,Private room,90,2,27,2019.0
Manhattan,Harlem,Entire home/apt,200,2,1,2018.0
Brooklyn,Williamsburg,Entire home/apt,95,14,1,2019.0
Queens,Rosedale,Private room,45,1,37,2019.0
Brooklyn,Crown Heights,Private room,25,2,4,2019.0
Brooklyn,Bushwick,Private room,35,2,7,2019.0
Brooklyn,Williamsburg,Private room,50,5,4,2019.0
Manhattan,Hell's Kitchen,Entire home/apt,150,2,4,2019.0
Brooklyn,Bedford-Stuyvesant,Shared room,30,2,14,2019.0
Queens,Queens Village,Entire home/apt,150,1,51,2019.0
Manhattan,Harlem,Private room,65,1,48,2019.0
Manhattan,Greenwich Village,Entire home/apt,110,5,3,2019.0
Brooklyn,Bay Ridge,Private room,40,14,3,2019.0
Manhattan,Upper East Side,Entire home/apt,175,3,3,2019.0
Brooklyn,East Flatbush,Entire home/apt,125,2,22,2019.0
Manhattan,West Village,Entire home/apt,215,1,3,2019.0
Manhattan,Hell's Kitchen,Private room,199,1,17,2019.0
Brooklyn,Crown Heights,Private room,45,2,17,2019.0
Manhattan,Hell's Kitchen,Private room,199,1,10,2019.0
Brooklyn,Fort Hamilton,Private room,90,2,1,2019.0
Manhattan,Hell's Kitchen,Private room,199,1,17,2019.0
Manhattan,Hell's Kitchen,Private room,199,1,17,2019.0
Manhattan,Hell's Kitchen,Private room,179,1,20,2019.0
Brooklyn,Williamsburg,Private room,60,1,1,2018.0
Manhattan,Hell's Kitchen,Private room,179,1,18,2019.0
Manhattan,Hell's Kitchen,Private room,179,1,16,2019.0
Manhattan,Hell's Kitchen,Private room,179,1,13,2019.0
Brooklyn,Williamsburg,Private room,27,20,2,2019.0
Manhattan,Kips Bay,Entire home/apt,200,2,2,2019.0
Queens,Rosedale,Private room,55,1,42,2019.0
Manhattan,Roosevelt Island,Private room,55,21,1,2019.0
Brooklyn,Clinton Hill,Entire home/apt,190,3,1,2019.0
Manhattan,Hell's Kitchen,Entire home/apt,300,6,2,2019.0
Brooklyn,Bushwick,Entire home/apt,125,2,3,2019.0
Brooklyn,Williamsburg,Entire home/apt,295,5,3,2019.0
Brooklyn,Bushwick,Entire home/apt,125,2,2,2019.0
Manhattan,Greenwich Village,Private room,47,1,2,2018.0
Manhattan,Upper West Side,Private room,95,12,1,2019.0
Queens,Maspeth,Private room,63,30,1,2019.0
Brooklyn,Bushwick,Entire home/apt,125,2,1,2019.0
Queens,Long Island City,Entire home/apt,225,3,1,2019.0
Brooklyn,Park Slope,Entire home/apt,300,3,14,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,40,3,3,2019.0
Manhattan,Hell's Kitchen,Entire home/apt,149,4,1,2019.0
Brooklyn,Bushwick,Private room,90,1,2,2019.0
Brooklyn,Williamsburg,Entire home/apt,160,1,35,2019.0
Manhattan,Hell's Kitchen,Private room,207,1,3,2019.0
Manhattan,East Village,Entire home/apt,805,4,19,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,42,30,1,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,42,30,1,2019.0
Manhattan,Hell's Kitchen,Private room,115,1,22,2019.0
Manhattan,Kips Bay,Entire home/apt,275,30,35,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,195,2,2,2019.0
Manhattan,Upper East Side,Private room,100,1,6,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,35,30,1,2019.0
Brooklyn,Bushwick,Entire home/apt,180,1,3,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,42,30,1,2019.0
Queens,College Point,Entire home/apt,150,2,6,2019.0
Brooklyn,Williamsburg,Private room,65,1,19,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,42,30,1,2019.0
Manhattan,Lower East Side,Private room,60,5,13,2019.0
Brooklyn,East Flatbush,Entire home/apt,75,6,2,2018.0
Manhattan,Upper West Side,Entire home/apt,120,2,4,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,75,2,11,2019.0
Manhattan,Chelsea,Private room,110,3,6,2019.0
Manhattan,East Village,Entire home/apt,189,19,1,2019.0
Brooklyn,Williamsburg,Private room,55,2,5,2019.0
Brooklyn,East Flatbush,Private room,35,3,39,2019.0
Queens,Sunnyside,Entire home/apt,149,3,6,2019.0
Brooklyn,Crown Heights,Private room,55,4,1,2018.0
Manhattan,Lower East Side,Private room,50,6,1,2019.0
Brooklyn,Bedford-Stuyvesant,Shared room,30,2,18,2019.0
Staten Island,Arrochar,Private room,65,1,1,2019.0
Bronx,Concourse,Private room,99,1,2,2019.0
Queens,Jamaica,Private room,29,1,26,2019.0
Brooklyn,Bushwick,Private room,30,3,2,2019.0
Manhattan,Midtown,Shared room,90,2,8,2019.0
Manhattan,Washington Heights,Private room,50,1,12,2019.0
Manhattan,East Village,Entire home/apt,175,2,7,2019.0
Manhattan,Two Bridges,Private room,79,1,44,2019.0
Queens,Ridgewood,Entire home/apt,190,3,1,2018.0
Manhattan,Harlem,Shared room,34,1,17,2019.0
Manhattan,East Village,Entire home/apt,443,1,28,2019.0
Brooklyn,Williamsburg,Entire home/apt,150,2,9,2019.0
Queens,Elmhurst,Entire home/apt,75,6,1,2019.0
Manhattan,Chelsea,Entire home/apt,299,2,10,2019.0
Manhattan,Harlem,Entire home/apt,112,3,14,2019.0
Brooklyn,Bushwick,Entire home/apt,125,2,22,2019.0
Brooklyn,Williamsburg,Entire home/apt,392,1,19,2019.0
Brooklyn,East Flatbush,Entire home/apt,150,1,18,2019.0
Manhattan,Hell's Kitchen,Entire home/apt,145,2,3,2019.0
Brooklyn,Bushwick,Private room,55,3,7,2019.0
Manhattan,Harlem,Private room,50,1,30,2019.0
Manhattan,Lower East Side,Entire home/apt,195,2,1,2019.0
Manhattan,Upper West Side,Entire home/apt,115,3,9,2019.0
Brooklyn,Williamsburg,Private room,72,2,3,2019.0
Manhattan,Hell's Kitchen,Entire home/apt,264,2,8,2019.0
Brooklyn,Williamsburg,Entire home/apt,150,3,9,2019.0
Manhattan,Harlem,Entire home/apt,101,2,8,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,70,2,8,2019.0
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,185,2,30,2019.0
Brooklyn,East Flatbush,Entire home/apt,125,2,17,2019.0
Brooklyn,Greenpoint,Entire home/apt,150,1,4,2019.0
Queens,Ridgewood,Private room,50,1,3,2019.0
Brooklyn,Bushwick,Entire home/apt,250,1,7,2019.0
Manhattan,Chelsea,Entire home/apt,261,2,18,2019.0
Manhattan,Harlem,Private room,52,4,7,2019.0
Manhattan,Harlem,Private room,100,1,4,2019.0
Brooklyn,Bushwick,Private room,50,2,4,2019.0
Brooklyn,Flatbush,Entire home/apt,90,3,2,2019.0
Queens,Sunnyside,Entire home/apt,129,3,7,2019.0
Brooklyn,East Flatbush,Private room,75,3,1,2019.0
Queens,Astoria,Private room,109,2,50,2019.0
Brooklyn,Bushwick,Private room,45,4,2,2018.0
Manhattan,Roosevelt Island,Private room,100,2,2,2019.0
Manhattan,Harlem,Entire home/apt,275,2,6,2019.0
Queens,East Elmhurst,Private room,29,1,5,2019.0
Brooklyn,Crown Heights,Entire home/apt,125,2,13,2019.0
Brooklyn,Williamsburg,Entire home/apt,72,3,7,2019.0
Brooklyn,Bedford-Stuyvesant,Shared room,19,30,1,2019.0
Brooklyn,Boerum Hill,Entire home/apt,125,2,23,2019.0
Brooklyn,Williamsburg,Entire home/apt,243,1,23,2019.0
Brooklyn,Clinton Hill,Private room,65,3,4,2019.0
Brooklyn,Williamsburg,Private room,70,9,1,2019.0
Manhattan,Upper West Side,Entire home/apt,200,5,1,2018.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,65,3,1,2018.0
Manhattan,East Village,Entire home/apt,100,3,12,2019.0
Manhattan,Tribeca,Private room,97,1,4,2019.0
Manhattan,Upper East Side,Entire home/apt,275,3,11,2019.0
Brooklyn,Bushwick,Entire home/apt,95,222,1,2019.0
Manhattan,Midtown,Entire home/apt,595,2,3,2019.0
Brooklyn,Williamsburg,Private room,55,2,2,2019.0
Manhattan,East Village,Entire home/apt,101,2,3,2019.0
Manhattan,Upper West Side,Entire home/apt,180,3,6,2019.0
Queens,Woodside,Private room,99,2,10,2019.0
Manhattan,Harlem,Private room,65,3,3,2019.0
Brooklyn,East Flatbush,Private room,95,1,6,2019.0
Manhattan,East Harlem,Entire home/apt,300,2,1,2019.0
Brooklyn,Williamsburg,Entire home/apt,200,2,7,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,2,22,2019.0
Brooklyn,Williamsburg,Entire home/apt,165,1,24,2019.0
Brooklyn,East New York,Entire home/apt,120,2,11,2019.0
Manhattan,Upper East Side,Entire home/apt,125,3,1,2019.0
Brooklyn,Williamsburg,Entire home/apt,200,1,3,2019.0
Manhattan,Washington Heights,Private room,45,1,4,2019.0
Manhattan,East Village,Entire home/apt,260,2,2,2019.0
Queens,Howard Beach,Private room,40,1,3,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,70,1,1,2018.0
Manhattan,Hell's Kitchen,Entire home/apt,295,2,7,2019.0
Queens,Woodside,Private room,32,30,2,2019.0
Brooklyn,Fort Greene,Entire home/apt,119,5,3,2019.0
Brooklyn,Crown Heights,Private room,55,2,6,2019.0
Manhattan,Washington Heights,Private room,40,3,1,2018.0
Brooklyn,Sunset Park,Private room,40,2,20,2019.0
Brooklyn,Williamsburg,Entire home/apt,180,3,3,2019.0
Queens,Astoria,Private room,75,2,4,2019.0
Manhattan,Hell's Kitchen,Entire home/apt,130,4,2,2019.0
Manhattan,Upper East Side,Entire home/apt,200,3,3,2019.0
Manhattan,Washington Heights,Entire home/apt,150,5,9,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,70,4,14,2019.0
Manhattan,Tribeca,Entire home/apt,359,1,36,2019.0
Manhattan,Harlem,Entire home/apt,95,2,24,2019.0
Manhattan,Inwood,Private room,40,2,3,2019.0
Brooklyn,Williamsburg,Private room,38,6,2,2019.0
Manhattan,Washington Heights,Private room,40,1,27,2019.0
Queens,Elmhurst,Private room,51,30,3,2019.0
Brooklyn,East Flatbush,Entire home/apt,90,1,39,2019.0
Bronx,Concourse Village,Private room,85,3,1,2019.0
Brooklyn,Crown Heights,Private room,150,1,3,2019.0
Manhattan,Upper East Side,Entire home/apt,284,4,7,2019.0
Manhattan,East Village,Entire home/apt,185,2,7,2019.0
Brooklyn,Prospect Heights,Entire home/apt,166,30,1,2019.0
Manhattan,Washington Heights,Private room,31,1,28,2019.0
Manhattan,Lower East Side,Entire home/apt,150,3,8,2019.0
Manhattan,Chinatown,Entire home/apt,398,1,10,2019.0
Brooklyn,Fort Greene,Entire home/apt,185,4,8,2019.0
Brooklyn,Carroll Gardens,Entire home/apt,200,3,1,2018.0
Manhattan,Harlem,Entire home/apt,300,4,4,2019.0
Manhattan,Hell's Kitchen,Entire home/apt,189,1,4,2019.0
Bronx,Bronxdale,Private room,25,2,1,2018.0
Brooklyn,Prospect-Lefferts Gardens,Private room,55,1,32,2019.0
Manhattan,Kips Bay,Entire home/apt,200,2,5,2019.0
Brooklyn,Crown Heights,Entire home/apt,52,1,13,2019.0
Brooklyn,Sheepshead Bay,Entire home/apt,400,3,2,2019.0
Manhattan,Upper East Side,Entire home/apt,102,30,2,2019.0
Manhattan,NoHo,Entire home/apt,390,15,1,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,450,1,10,2019.0
Brooklyn,Williamsburg,Entire home/apt,90,30,2,2019.0
Brooklyn,Williamsburg,Entire home/apt,111,5,1,2018.0
Queens,Ridgewood,Private room,60,2,2,2018.0
Brooklyn,Williamsburg,Private room,295,1,2,2019.0
Manhattan,Washington Heights,Entire home/apt,55,7,2,2019.0
Brooklyn,Bushwick,Entire home/apt,325,2,8,2019.0
Manhattan,Upper East Side,Private room,135,1,11,2019.0
Manhattan,Hell's Kitchen,Private room,179,1,12,2019.0
Brooklyn,Crown Heights,Private room,80,2,10,2019.0
Queens,Flushing,Private room,80,1,10,2019.0
Manhattan,Morningside Heights,Entire home/apt,175,1,1,2018.0
Brooklyn,Park Slope,Entire home/apt,211,3,8,2019.0
Manhattan,Upper West Side,Entire home/apt,133,1,2,2018.0
Brooklyn,Gowanus,Entire home/apt,70,6,1,2018.0
Queens,East Elmhurst,Private room,75,1,33,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,3,26,2019.0
Manhattan,East Village,Entire home/apt,240,3,1,2019.0
Manhattan,Harlem,Private room,43,5,1,2018.0
Brooklyn,Bedford-Stuyvesant,Private room,99,5,1,2019.0
Brooklyn,Bushwick,Private room,41,30,2,2019.0
Brooklyn,Clinton Hill,Entire home/apt,125,2,30,2019.0
Brooklyn,Coney Island,Shared room,29,18,1,2019.0
Brooklyn,Williamsburg,Entire home/apt,250,6,1,2018.0
Brooklyn,Greenpoint,Entire home/apt,115,7,3,2019.0
Brooklyn,Williamsburg,Entire home/apt,392,1,18,2019.0
Manhattan,East Village,Private room,125,4,21,2019.0
Manhattan,SoHo,Entire home/apt,950,4,1,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,360,2,26,2019.0
